formula,adsorbate,adsorption_energy_eV,species_ratio,metal_nonmetal_ratio,metal_radius,nonmetal_radius,mean_bond_length,miller_index,packing_density,metal_electronegativity,metal_valence,nonmetal_electronegativity,nonmetal_valence,electronegativity_ratio,fermi_energy,band_gap,magnetic_moment,reference,remarks,formation_energy,bulk_modulus,shear_modulus,eps_avg,jid,e_hull
ZnSe,Li2S8,2.27,0.2,1.0,142,103,2.49,3,0.353,1.65,12,2.55,6,0.6470588235294118,1.309,1.17,0.0,https://doi.org/10.1002/advs.202103456,,-0.71802,49.910000000000004,24.873333333333335,12.5,JVASP-ZnSe,0.0
ZnSe,Li2S6,1.74,0.25,1.0,142,103,2.49,3,0.353,1.65,12,2.55,6,0.6470588235294118,1.309,1.17,0.0,https://doi.org/10.1002/advs.202103456,,-0.71802,49.910000000000004,24.873333333333335,12.5,JVASP-ZnSe,0.0
ZnSe,Li2S4,1.54,0.33,1.0,142,103,2.49,3,0.353,1.65,12,2.55,6,0.6470588235294118,1.309,1.17,0.0,https://doi.org/10.1002/advs.202103456,,-0.71802,49.910000000000004,24.873333333333335,12.5,JVASP-ZnSe,0.0
ZnSe,Li2S2,2.12,0.5,1.0,142,103,2.49,3,0.353,1.65,12,2.55,6,0.6470588235294118,1.309,1.17,0.0,https://doi.org/10.1002/advs.202103456,,-0.71802,49.910000000000004,24.873333333333335,12.5,JVASP-ZnSe,0.0
WB2,Li2S8,1.41,0.2,0.5,193,87,2.34,2,0.553,1.7,8,2.04,3,0.8333333333333333,10.812,0.0,0.0,https://doi.org/10.1002/smll.202203222,,-1.50036,310.0,180.0,12.5,JVASP-WB2,4.8851
WB2,Li2S6,2.2,0.25,0.5,193,87,2.34,2,0.553,1.7,8,2.04,3,0.8333333333333333,10.812,0.0,0.0,https://doi.org/10.1002/smll.202203222,,-1.50036,310.0,180.0,12.5,JVASP-WB2,4.8851
WB2,Li2S4,2.99,0.33,0.5,193,87,2.34,2,0.553,1.7,8,2.04,3,0.8333333333333333,10.812,0.0,0.0,https://doi.org/10.1002/smll.202203222,,-1.50036,310.0,180.0,12.5,JVASP-WB2,4.8851
WB2,Li2S2,4.29,0.5,0.5,193,87,2.34,2,0.553,1.7,8,2.04,3,0.8333333333333333,10.812,0.0,0.0,https://doi.org/10.1002/smll.202203222,,-1.50036,310.0,180.0,12.5,JVASP-WB2,4.8851
MoTe2,S8,0.79,0.0,0.5,190,123,2.76,4,0.091,2.16,6,2.1,6,1.028571428571429,6.634,0.0,0.0,https://doi.org/10.1021/acsnano.1c03011,"1T',P21/m,71-2157",-0.45,42.5,25.0,12.5,JVASP-MoTe2,2.2307
MoTe2,Li2S8,1.26,0.2,0.5,190,123,2.76,4,0.091,2.16,6,2.1,6,1.028571428571429,6.634,0.0,0.0,https://doi.org/10.1021/acsnano.1c03011,,-0.45,42.5,25.0,12.5,JVASP-MoTe2,2.2307
MoTe2,Li2S6,1.08,0.25,0.5,190,123,2.76,4,0.091,2.16,6,2.1,6,1.028571428571429,6.634,0.0,0.0,https://doi.org/10.1021/acsnano.1c03011,,-0.45,42.5,25.0,12.5,JVASP-MoTe2,2.2307
MoTe2,Li2S4,2.66,0.33,0.5,190,123,2.76,4,0.091,2.16,6,2.1,6,1.028571428571429,6.634,0.0,0.0,https://doi.org/10.1021/acsnano.1c03011,,-0.45,42.5,25.0,12.5,JVASP-MoTe2,2.2307
MoTe2,Li2S2,3.46,0.5,0.5,190,123,2.76,4,0.091,2.16,6,2.1,6,1.028571428571429,6.634,0.0,0.0,https://doi.org/10.1021/acsnano.1c03011,,-0.45,42.5,25.0,12.5,JVASP-MoTe2,2.2307
MoS2,S8,0.81,0.0,0.5,190,88,2.42,4,0.382,2.16,6,2.58,6,0.8372093023255814,4.765,1.34,0.0,https://doi.org/10.1021/acsnano.1c06067,37-1492，2H,-0.9616,54.348333333333336,36.848333333333336,12.5,JVASP-MoS2,2.5746
MoS2,Li2S8,1.25,0.2,0.5,190,88,2.42,4,0.382,2.16,6,2.58,6,0.8372093023255814,4.765,1.34,0.0,https://doi.org/10.1021/acsnano.1c06067,,-0.9616,54.348333333333336,36.848333333333336,12.5,JVASP-MoS2,2.5746
MoS2,Li2S6,1.09,0.25,0.5,190,88,2.42,4,0.382,2.16,6,2.58,6,0.8372093023255814,4.765,1.34,0.0,https://doi.org/10.1021/acsnano.1c06067,,-0.9616,54.348333333333336,36.848333333333336,12.5,JVASP-MoS2,2.5746
MoS2,Li2S4,1.07,0.33,0.5,190,88,2.42,4,0.382,2.16,6,2.58,6,0.8372093023255814,4.765,1.34,0.0,https://doi.org/10.1021/acsnano.1c06067,,-0.9616,54.348333333333336,36.848333333333336,12.5,JVASP-MoS2,2.5746
MoS2,Li2S2,1.25,0.5,0.5,190,88,2.42,4,0.382,2.16,6,2.58,6,0.8372093023255814,4.765,1.34,0.0,https://doi.org/10.1021/acsnano.1c06067,,-0.9616,54.348333333333336,36.848333333333336,12.5,JVASP-MoS2,2.5746
MoO3,Li2S8,3.24,0.2,0.33,190,48,1.98,2,0.296,2.16,6,3.44,6,0.627906976744186,1.491,1.37,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,,-2.08618,64.02,33.28,12.5,JVASP-MoO3,2.772
MoO3,Li2S6,3.73,0.25,0.33,190,48,1.98,2,0.296,2.16,6,3.44,6,0.627906976744186,1.491,1.37,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,,-2.08618,64.02,33.28,12.5,JVASP-MoO3,2.772
MoO3,Li2S4,3.85,0.33,0.33,190,48,1.98,2,0.296,2.16,6,3.44,6,0.627906976744186,1.491,1.37,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,,-2.08618,64.02,33.28,12.5,JVASP-MoO3,2.772
MoO3,Li2S2,4.14,0.5,0.33,190,48,1.98,2,0.296,2.16,6,3.44,6,0.627906976744186,1.491,1.37,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,,-2.08618,64.02,33.28,12.5,JVASP-MoO3,2.772
Mo2C,Li2S8,2.4,0.2,2.0,190,67,2.17,2,0.687,2.16,6,2.55,4,0.8470588235294119,10.888,0.0,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,35-0787,-0.14929,293.87,147.8,12.5,JVASP-Mo2C,5.2773
Mo2C,Li2S6,2.67,0.25,2.0,190,67,2.17,2,0.687,2.16,6,2.55,4,0.8470588235294119,10.888,0.0,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,35-0787,-0.14929,293.87,147.8,12.5,JVASP-Mo2C,5.2773
Mo2C,Li2S4,2.82,0.33,2.0,190,67,2.17,2,0.687,2.16,6,2.55,4,0.8470588235294119,10.888,0.0,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,35-0787,-0.14929,293.87,147.8,12.5,JVASP-Mo2C,5.2773
Mo2C,Li2S2,3.24,0.5,2.0,190,67,2.17,2,0.687,2.16,6,2.55,4,0.8470588235294119,10.888,0.0,0.0,https://doi.org/10.1016/j.ensm.2022.02.028,35-0787,-0.14929,293.87,147.8,12.5,JVASP-Mo2C,5.2773
MoC,Li2S6,2.89,0.25,1.0,190,67,2.2,1,0.678,2.16,6,2.55,4,0.8470588235294119,12.551,0.0,0.0,https://doi.org/10.1021/acsami.1c10612,,-0.1697,306.8433333333333,145.58333333333334,12.5,JVASP-MoC,3.9154
Ni2P,Li2S6,1.79,0.25,2.0,149,98,2.35,3,0.728,1.91,10,2.19,5,0.8721461187214612,10.201,0.0,0.0,10.1016/j.nanoen.2021.106584,,-0.43165000000000003,184.17999999999998,38.15,12.5,JVASP-Ni2P,1.3358
Ni2P,Li2S4,1.22,0.33,2.0,149,98,2.35,3,0.728,1.91,10,2.19,5,0.8721461187214612,10.201,0.0,0.0,10.1016/j.nanoen.2021.106584,,-0.43165000000000003,184.17999999999998,38.15,12.5,JVASP-Ni2P,1.3358
Ni2P,Li2S2,2.08,0.5,2.0,149,98,2.35,3,0.728,1.91,10,2.19,5,0.8721461187214612,10.201,0.0,0.0,10.1016/j.nanoen.2021.106584,,-0.43165000000000003,184.17999999999998,38.15,12.5,JVASP-Ni2P,1.3358
Ni3P,Li2S8,2.102,0.2,3.0,149,98,2.27,14,0.819,1.91,10,2.19,5,0.8721461187214612,9.548,0.0,0.02,10.1002/adfm.202104513,,-0.40509,195.0,68.0,12.5,JVASP-Ni3P,1.4178
Ni3P,Li2S6,1.41,0.25,3.0,149,98,2.27,14,0.819,1.91,10,2.19,5,0.8721461187214612,9.548,0.0,0.02,10.1002/adfm.202104513,,-0.40509,195.0,68.0,12.5,JVASP-Ni3P,1.4178
Ni3P,Li2S4,2.291,0.33,3.0,149,98,2.27,14,0.819,1.91,10,2.19,5,0.8721461187214612,9.548,0.0,0.02,10.1002/adfm.202104513,,-0.40509,195.0,68.0,12.5,JVASP-Ni3P,1.4178
Ni3P,Li2S2,2.647,0.5,3.0,149,98,2.27,14,0.819,1.91,10,2.19,5,0.8721461187214612,9.548,0.0,0.02,10.1002/adfm.202104513,,-0.40509,195.0,68.0,12.5,JVASP-Ni3P,1.4178
ZnS,S8,0.11,0.0,1.0,142,88,2.36,3,0.362,1.65,12,2.58,6,0.6395348837209301,1.961,2.02,0.0,https://doi.org/10.1016/j.ensm.2022.09.018,,-0.8868199999999999,72.29833333333333,33.288333333333334,12.5,JVASP-ZnS,0.0347
ZnS,Li2S8,0.83,0.2,1.0,142,88,2.36,3,0.362,1.65,12,2.58,6,0.6395348837209301,1.961,2.02,0.0,https://doi.org/10.1016/j.ensm.2022.09.018,,-0.8868199999999999,72.29833333333333,33.288333333333334,12.5,JVASP-ZnS,0.0347
ZnS,Li2S6,0.63,0.25,1.0,142,88,2.36,3,0.362,1.65,12,2.58,6,0.6395348837209301,1.961,2.02,0.0,https://doi.org/10.1016/j.ensm.2022.09.018,,-0.8868199999999999,72.29833333333333,33.288333333333334,12.5,JVASP-ZnS,0.0347
ZnS,Li2S4,1.39,0.33,1.0,142,88,2.36,3,0.362,1.65,12,2.58,6,0.6395348837209301,1.961,2.02,0.0,https://doi.org/10.1016/j.ensm.2022.09.018,,-0.8868199999999999,72.29833333333333,33.288333333333334,12.5,JVASP-ZnS,0.0347
ZnS,Li2S2,1.73,0.5,1.0,142,88,2.36,3,0.362,1.65,12,2.58,6,0.6395348837209301,1.961,2.02,0.0,https://doi.org/10.1016/j.ensm.2022.09.018,,-0.8868199999999999,72.29833333333333,33.288333333333334,12.5,JVASP-ZnS,0.0347
Co3O4,Li2S8,3.59,0.2,0.75,152,48,2.0,11,0.533,1.88,9,3.44,6,0.546511628,5.587,0.0,3.0,https://doi.org/10.1016/j.cej.2022.137777,,-1.10868,186.5,65.0,12.5,JVASP-Co3O4,3.0192
Co3O4,Li2S8,6.52,0.2,0.75,152,48,2.0,11,0.533,1.88,9,3.44,6,0.546511628,5.587,0.0,3.0,https://doi.org/10.1016/j.cej.2022.137777,,-1.10868,186.5,65.0,12.5,JVASP-Co3O4,3.0192
Co3O4,Li2S6,6.6,0.25,0.75,152,48,2.0,11,0.533,1.88,9,3.44,6,0.546511628,5.587,0.0,3.0,https://doi.org/10.1016/j.cej.2022.137777,,-1.10868,186.5,65.0,12.5,JVASP-Co3O4,3.0192
Co3O4,Li2S4,6.88,0.33,0.75,152,48,2.0,11,0.533,1.88,9,3.44,6,0.546511628,5.587,0.0,3.0,https://doi.org/10.1016/j.cej.2022.137777,,-1.10868,186.5,65.0,12.5,JVASP-Co3O4,3.0192
Co3O4,Li2S2,8.1,0.5,0.75,152,48,2.0,11,0.533,1.88,9,3.44,6,0.546511628,5.587,0.0,3.0,https://doi.org/10.1016/j.cej.2022.137777,,-1.10868,186.5,65.0,12.5,JVASP-Co3O4,3.0192
CoS2,Li2S8,1.09,0.2,0.5,152,88,2.31,4,0.444,1.88,9,2.58,6,0.728682171,9.348,0.0,1.0,https://doi.org/10.1016/j.cej.2022.134498,,-0.44998,82.39,33.587500000000006,12.5,JVASP-CoS2,1.9429
CoS2,Li2S6,1.02,0.25,0.5,152,88,2.31,4,0.444,1.88,9,2.58,6,0.728682171,9.348,0.0,1.0,https://doi.org/10.1016/j.cej.2022.134498,,-0.44998,82.39,33.587500000000006,12.5,JVASP-CoS2,1.9429
CoS2,Li2S4,1.44,0.33,0.5,152,88,2.31,4,0.444,1.88,9,2.58,6,0.728682171,9.348,0.0,1.0,https://doi.org/10.1016/j.cej.2022.134498,,-0.44998,82.39,33.587500000000006,12.5,JVASP-CoS2,1.9429
